6039	13
6037	2
6033	2
6032	10
6031	17
6029	6
6028	2
6027	10
6026	2
6025	6
6024	32
6022	19
6021	10
6020	10
6019	2
6016	2
6014	32
6011	2
6007	10
6004	54
6003	2
6000	17
5995	5
5992	2
5991	24
5987	9
5985	17
5984	9
5981	34
5980	20
5979	20
5978	2
5976	2
5974	10
5971	21
5969	6
5966	2
5963	35
5960	7
5959	32
5958	2
5955	7
5953	42
5950	10
5949	48
5948	9
5947	20
5946	6
5945	32
5944	2
5943	2
5936	10
5934	2
5932	24
5931	2
5929	32
5928	54
5925	10
5924	22
5917	2
5914	7
5912	9
5908	2
5907	34
5904	54
5903	2
5902	19
5901	17
5899	17
5898	2
5896	2
5895	32
5894	2
5891	6
5890	24
5888	17
5887	27
5886	22
5885	46
5884	9
5883	6
5876	2
5874	19
5870	9
5867	17
5866	24
5864	6
5863	2
5862	2
5859	32
5856	22
5852	6
5851	13
5849	2
5847	20
5845	17
5844	17
5841	10
5840	27
5838	2
5836	42
5835	2
5834	2
5831	9
5830	25
5829	2
5826	19
5825	21
5823	42
5822	6
5818	2
5817	24
5815	2
5814	17
5813	2
5812	10
5807	10
5805	20
5804	22
5803	2
5801	2
5800	29
5798	2
5795	2
5794	25
5791	9
5788	2
5787	47
5786	26
5784	9
5783	24
5780	2
5779	7
5772	2
5771	2
5770	22
5768	17
5765	2
5764	46
5762	18
5760	32
5758	21
5757	10
5756	17
5755	2
5754	26
5753	21
5752	10
5751	17
5747	9
5744	10
5743	27
5742	2
5738	10
5737	26
5736	17
5727	27
5725	10
5722	29
5720	17
5718	2
5717	9
5714	10
5712	2
5711	10
5710	2
5707	6
5705	32
5702	2
5701	17
5700	10
5699	2
5698	29
5697	46
5708	10
5694	2
5692	2
5767	2
5691	24
5689	2
5687	9
5684	24
5683	26
5681	47
5680	2
5678	34
5677	6
5676	13
5675	32
5673	2
5672	2
5667	22
5665	2
5664	17
5662	7
5660	17
5657	10
5656	7
5655	2
5654	19
5651	9
5648	9
5646	10
5645	10
5643	22
5642	3
5641	22
5636	2
5635	35
5631	19
5629	13
5627	2
5626	42
5624	17
5622	40
5621	17
5620	48
5619	40
5617	32
5614	21
5613	42
5612	32
5610	2
5608	17
5607	2
5606	32
5833	2
5605	2
5602	17
5601	9
5598	19
5597	10
5596	54
5595	48
5592	46
5591	6
5590	2
5589	2
5587	2
5586	24
5584	48
5583	2
5579	27
5577	10
5576	2
5575	46
5573	22
5571	10
5569	46
5568	32
5564	29
5563	2
5562	2
5561	32
5560	9
5559	6
5557	22
5555	6
5553	6
5551	2
5550	2
5548	2
5547	9
5546	32
5543	24
6006	34
5541	17
5540	2
5539	17
5535	14
5533	10
5532	2
5531	2
5529	21
5527	17
5526	2
5524	2
5522	40
5515	9
5513	2
5512	17
5511	40
5510	43
5508	2
5506	24
5505	2
5503	5
5502	2
5500	53
5499	2
5496	10
5495	24
5493	17
5489	19
5488	10
5962	10
5486	10
5484	6
5483	6
5482	32
5480	36
5479	32
5478	32
5477	2
5472	10
5776	17
5470	2
5467	48
5462	20
5459	17
5454	19
5453	17
5452	29
5449	13
5448	19
5447	27
5446	32
5580	10
5445	20
5440	48
5439	2
5437	9
5434	2
5429	22
5428	9
5425	40
5422	17
5421	32
5418	17
5417	13
5415	2
5414	2
5413	10
5412	48
5411	29
5525	20
5409	2
5407	22
5406	2
5405	22
5397	2
5396	48
5395	6
5394	24
5392	9
5391	2
5390	2
5387	2
5385	19
5384	10
5383	22
5382	2
5381	10
5380	2
5379	2
5377	24
5375	48
5374	2
5372	2
5370	13
5365	9
5364	7
5358	42
5357	2
5940	2
5356	24
5355	2
5351	22
5350	2
5843	6
5348	13
5344	46
5474	21
5342	22
5341	10
5339	9
5338	10
5333	2
5332	4
5330	32
5329	2
5328	3
5325	2
5318	29
5315	24
5314	2
5313	2
5308	2
5307	2
5303	2
5302	2
5301	22
5298	2
5297	6
5632	2
5296	2
5331	19
5293	29
5292	10
5291	2
5290	17
5286	40
5284	24
5283	10
5282	29
5281	22
5280	40
5279	2
5277	6
5273	2
5271	10
5942	2
5270	13
5269	6
5268	13
5266	36
5262	10
5261	2
5260	17
5258	17
5255	5
5253	19
5252	17
5250	9
5247	32
5245	24
5244	2
5243	2
5242	2
5240	32
5237	2
5234	2
5630	17
5232	9
5231	6
5230	2
5229	10
5226	19
5222	13
5219	14
5218	19
5792	2
5287	2
5216	6
5215	2
5210	6
5209	2
5206	2
5205	2
5204	7
5202	2
5200	17
5198	2
5197	9
5196	36
5398	19
5194	17
5191	2
5327	2
5186	6
5184	22
5183	7
5182	32
5181	32
5179	17
5178	2
5802	2
5177	27
5175	2
5174	2
5173	2
5172	19
5740	2
5171	13
5360	22
5170	36
5168	10
5167	2
5166	29
5163	17
5162	27
5161	2
5227	2
5159	2
5157	22
5156	17
5155	21
5153	36
5152	27
5151	2
5148	2
5147	9
5146	2
5145	2
5144	2
5140	6
5136	32
5132	2
5131	17
5129	2
5128	6
5125	32
5124	2
5123	13
5122	36
5121	2
5119	48
5118	2
5117	19
5114	2
5110	51
5109	2
5107	13
5105	32
5104	2
5102	34
5100	2
5097	17
5096	17
5095	13
5321	32
5094	17
5090	40
5088	2
5087	6
5085	13
5084	20
5082	7
5872	10
5078	2
5077	6
5076	13
5072	2
5071	6
5069	21
5066	2
5064	46
5063	17
5061	2
5060	22
5059	2
5239	2
5058	19
5057	2
5363	21
5054	2
5052	29
5335	10
5047	17
5046	7
5045	15
5042	2
5041	21
5038	17
5037	13
5492	21
5035	24
5032	2
5031	32
5030	2
5026	2
5025	5
5023	17
5021	2
5017	20
5016	2
5015	9
5014	33
5013	6
5011	2
5009	2
5008	17
5007	48
5004	27
5002	19
4999	42
4998	32
4996	2
4995	2
4993	6
4991	2
4989	2
4987	2
4986	19
4985	2
4984	34
4983	17
4982	22
4981	10
4980	13
4979	13
4978	35
4974	10
4973	2
4972	17
5713	36
4971	54
4969	2
4967	2
4965	10
4964	19
4963	13
4962	9
5761	22
4961	13
4960	10
4959	2
4958	13
4957	26
4956	35
4953	32
4951	9
4949	21
4948	2
4947	20
4946	17
4944	48
4941	48
4934	2
4932	13
4931	21
4930	2
5450	10
4925	2
4924	2
4918	2
4917	46
4916	13
4915	32
4913	2
4912	2
4906	17
4904	17
4914	19
4903	26
4902	17
4899	2
4898	13
4897	13
4895	2
4893	2
4892	6
4891	6
4890	2
4889	32
4886	21
4882	2
4881	26
4879	2
5806	9
5386	51
4876	22
4875	2
4873	2
4872	2
4871	2
4870	2
4869	17
4867	29
4866	35
5251	17
4860	9
4859	2
4858	2
4857	17
4855	17
4854	19
4853	20
5827	2
5130	40
4852	10
4847	10
4846	17
4845	2
6008	2
4841	17
4840	10
4839	9
4838	2
4836	54
4835	2
4833	48
4831	10
4830	13
4829	22
4827	32
4826	24
4825	48
4823	13
4822	21
5034	46
4820	40
4819	2
4818	47
4817	2
4813	32
4810	2
4808	17
4807	5
4804	2
4803	2
4802	24
4800	34
4798	32
5288	18
4791	2
4790	10
4787	46
5726	24
4786	2
4785	40
4784	22
4782	2
4779	17
4777	2
4773	48
4771	17
4770	13
5769	17
4768	2
4767	9
4765	2
4764	20
4763	2
4843	2
4761	17
4760	2
4757	2
4756	17
4754	2
4753	40
5507	24
4751	2
4749	40
4747	27
4744	17
4742	2
4736	10
4735	7
5920	10
4734	17
4733	17
4731	42
4728	9
4727	42
4724	5
4723	2
4721	10
4719	24
4718	2
4717	22
4716	17
4713	17
5715	29
4711	2
4710	19
4706	2
4705	6
4703	22
4702	2
4766	2
4701	17
4698	19
5451	7
4697	2
4696	22
4695	2
4694	2
4693	17
4691	2
4689	2
4688	24
4686	10
4685	17
4683	17
4678	24
4677	36
4675	2
4674	21
4673	10
4672	42
4745	10
4671	2
5432	42
4670	19
4668	2
4666	17
4665	38
4664	2
4663	24
4660	48
4659	2
4658	7
4655	48
5075	32
4653	17
4652	13
4650	2
4649	32
4648	2
4646	18
4645	2
4643	9
4642	9
4641	2
4639	10
4638	2
4637	2
4636	40
4634	46
4633	17
4632	22
5954	46
4631	10
4630	10
4629	2
4626	32
5873	48
4625	21
4623	24
5073	35
4622	24
4621	2
4620	6
4619	9
4614	9
4612	19
4610	7
5733	13
4609	10
4608	6
5777	6
4607	32
4606	35
4605	32
4603	10
4601	9
5436	10
4600	19
4599	46
4597	17
4596	2
4595	10
4699	22
4594	17
4592	13
4590	46
4589	9
4588	32
4587	32
4586	2
5113	22
4585	24
4582	2
4581	10
4580	32
4571	22
4970	2
4566	2
4564	2
4559	21
4557	2
4554	2
4550	17
4549	24
4547	2
4546	2
4545	2
4544	2
4542	51
4821	2
4539	32
4538	2
4536	2
4570	19
4535	2
4534	46
4533	19
5036	9
4532	2
5049	32
4531	19
5019	10
4529	2
5256	17
4528	2
4526	2
4521	17
4520	29
4519	34
4518	2
4515	17
4514	2
4511	10
5860	17
4509	43
4507	35
5809	2
4506	46
4502	36
4501	16
4499	2
4498	9
4497	19
4492	2
5246	24
4491	2
4490	19
4489	26
4488	29
4486	19
6038	22
4482	9
4479	21
4478	10
5861	40
4477	21
4473	2
4472	13
4469	40
4467	17
4466	32
4465	10
4464	2
4463	2
4459	19
4458	13
4457	21
4456	48
4455	22
4454	24
4452	36
4451	9
4449	6
4447	15
4446	43
4444	36
4442	2
4441	2
4436	19
4434	24
4433	36
4537	2
4431	2
4427	24
4426	2
4423	2
4422	2
4421	46
4420	2
5537	17
4419	2
5650	2
4418	2
4417	20
4414	10
4413	24
4412	2
4411	19
4709	2
4410	35
4409	2
4407	43
5618	32
4405	29
4403	7
5323	7
4402	10
4399	2
4398	2
4397	2
5340	10
4392	2
4391	2
4390	2
4388	32
4384	2
4381	9
4380	48
4379	24
4378	21
5729	10
4375	10
4372	43
4371	2
5324	2
4370	24
4366	17
5999	40
4635	2
4363	54
4360	22
4359	32
5487	9
4358	24
4356	22
4354	6
4353	16
4352	10
5022	22
4350	34
5824	9
4349	10
4348	2
4347	2
4345	36
4385	42
4344	27
4343	15
4341	46
4572	17
4340	2
5464	2
4339	2
4338	19
4335	32
5101	10
4332	6
4909	10
4331	2
5671	2
4877	2
4326	6
4324	2
4323	17
4322	22
4321	40
4320	2
4319	10
4317	14
4333	54
4312	10
4310	2
4439	2
4309	7
4308	9
5990	22
4307	24
4306	2
4305	2
4304	42
4302	26
4301	40
4298	32
4602	2
4297	13
4296	36
5796	6
4294	2
4293	32
4290	34
4288	10
4287	2
4284	5
4283	19
4282	2
5881	6
4281	36
4280	32
4278	34
4277	2
4275	2
4273	19
5275	2
4432	48
4271	6
4598	22
4270	26
4269	2
4268	6
4267	27
4266	24
4265	24
4263	2
4262	24
4259	54
5763	2
4258	2
4256	32
4255	2
4254	2
5538	50
4252	48
4928	2
4249	34
4248	19
4247	10
4246	6
4244	6
4243	2
4242	34
4240	24
4236	19
5799	2
4235	24
4233	17
4231	24
4230	2
4227	2
4225	24
4224	9
4223	27
4222	6
4221	17
4712	2
4220	17
4219	32
4218	6
4213	2
4211	10
4210	2
4209	6
5628	17
4207	2
5911	10
4206	20
4204	2
4203	48
4201	2
4905	48
4200	2
4199	6
4198	2
4196	2
4483	27
4194	17
4193	32
5850	22
4192	48
4191	2
5750	24
4190	2
4184	54
4183	2
4181	6
4180	32
4179	2
4177	2
4176	10
4173	2
4172	10
6023	10
4170	32
4169	17
4167	9
4164	2
4163	2
4161	9
4160	36
5416	2
4159	6
4157	2
4155	34
4153	2
4150	36
4149	40
4148	2
4145	2
4144	2
4143	10
4142	10
4400	20
4141	2
4139	5
4138	7
4137	6
4131	10
4127	2
4124	2
4123	46
4885	6
4121	21
5857	48
4314	22
4118	36
5346	19
4117	48
6036	20
6017	6
4364	2
4115	7
4114	41
4113	48
4175	2
4112	36
5582	10
4111	27
4110	2
4109	2
4567	32
4495	54
4325	9
4108	2
4105	2
5688	21
4104	2
4102	17
4101	54
5316	21
4099	36
4096	2
4093	7
4092	48
4090	2
4088	4
4087	7
4086	24
4085	49
5855	10
4887	20
4084	4
4082	43
4080	17
4079	10
4077	13
4076	46
4067	2
4064	2
4062	2
5566	27
4060	2
4058	2
4990	2
4049	48
4046	19
5225	10
4045	2
4042	19
4041	42
5274	9
4040	47
4540	22
4038	2
4037	2
4512	2
4034	19
4031	34
4027	35
4025	46
4023	24
4021	48
4017	34
4015	43
4010	2
4006	40
4004	40
5029	24
4003	19
4001	10
5816	2
4000	32
3999	54
3998	42
3996	34
3995	19
3993	27
3992	46
3991	5
3990	24
4355	48
3988	32
3987	32
3984	9
3979	2
4234	9
3978	22
3977	48
3973	36
5285	32
3971	2
3968	2
4073	2
3967	19
3963	2
5027	2
4741	48
3961	2
3960	54
3958	2
3957	32
5773	2
5693	2
3955	36
3952	46
3948	2
3947	32
3941	42
3939	21
3938	2
5455	2
3937	24
3932	2
3930	29
3928	42
3920	9
3918	36
3916	19
3913	10
5376	2
3911	17
3909	48
5371	2
3907	17
4415	48
3904	10
3903	10
3898	24
3896	2
3893	13
3890	17
3887	20
3877	42
6018	19
5666	48
3872	2
3867	7
3866	2
3883	35
3983	19
3863	20
3861	2
3860	2
5465	13
5120	19
4562	2
3859	6
3856	32
6012	22
4584	29
3855	2
3853	9
3976	2
3849	7
3847	17
3846	46
3845	32
3841	26
4187	2
3840	43
4837	2
3839	32
3837	2
4018	2
3850	24
3836	13
3835	40
3828	21
5988	32
3826	19
3823	42
3819	6
3818	19
3814	10
3813	36
3812	17
3811	6
3810	10
3809	17
4505	43
3808	10
5310	2
3804	2
3801	2
3800	54
4640	2
3797	2
3795	27
3792	32
3790	9
3789	17
3786	2
4471	40
3784	2
5930	10
5741	17
4129	34
3781	2
5658	19
4382	2
3780	9
3824	48
4615	36
3777	14
3774	32
3770	34
3768	35
4337	2
3766	2
4089	20
3765	32
3763	2
4357	2
3762	10
3760	29
3757	2
5461	24
3755	40
3754	17
3748	32
3744	32
3741	10
3740	19
3739	2
3733	36
3731	20
3729	2
4644	22
4383	21
3728	14
3726	16
3725	46
3722	24
3721	2
3718	24
3717	20
5640	32
3711	19
3709	32
4253	2
3708	32
3706	2
3705	32
3702	36
3701	6
3695	9
3693	17
3692	35
3690	29
3746	2
3688	19
3682	21
3681	17
5877	23
3677	6
3674	35
3673	10
3671	10
3669	36
3668	14
3666	2
3665	10
4026	6
3659	6
3657	26
3653	29
3649	42
3646	2
3644	10
5832	9
3641	2
3638	32
5534	48
3637	24
3630	10
3627	24
3626	36
3625	47
3618	36
3614	17
3612	36
4146	10
3606	29
3605	2
3604	10
3838	19
3600	22
3599	27
3597	2
3595	17
5306	6
3593	10
3592	32
3589	35
3587	48
3586	2
3584	20
3807	42
3583	2
3576	32
3575	26
3573	36
3802	36
3572	2
3570	24
3569	2
4513	54
3566	10
3565	2
3854	19
3560	27
3929	20
3559	9
5456	29
3556	21
3555	10
3554	10
3550	9
3676	54
3548	2
3547	2
3546	13
3545	50
3543	2
5906	2
3541	2
4628	24
3540	2
3539	7
3538	25
3536	2
3535	19
3529	2
3527	54
3985	2
4851	20
3524	2
3520	26
3519	13
3518	21
3514	17
5139	40
3511	46
4156	36
3507	2
3506	25
3504	17
3503	9
3502	42
3500	20
3498	46
3497	9
5997	9
3496	24
5846	46
5609	2
3494	2
3488	10
3479	2
3477	2
4988	9
3473	20
3472	32
3470	14
3468	26
3466	17
3462	36
3461	21
3459	17
3458	2
3456	9
3455	6
3454	2
5523	22
3450	2
3445	2
3440	7
3758	32
3439	2
5790	17
5259	20
4842	17
3438	10
5668	2
4863	2
3434	17
3433	19
3431	10
3430	10
3429	13
3427	17
3426	2
3424	14
5485	2
3423	9
5441	9
3966	21
3422	46
3421	46
3419	21
4313	2
3417	9
3416	17
3415	46
3414	32
3412	17
3410	48
3407	10
3406	2
3404	2
3403	2
5207	19
3399	34
3395	2
3388	42
3453	7
3385	9
4342	7
3617	39
3381	2
3377	46
3374	36
3805	54
3373	17
3372	2
3369	48
3368	2
3367	10
4926	19
3363	9
4907	6
3360	34
3707	36
3358	17
3354	2
4848	10
3353	2
3350	24
3349	2
5133	17
3348	19
3347	2
3764	2
3345	20
4943	2
4815	7
4523	40
3339	9
3640	14
3338	9
3337	2
3336	24
5998	2
5158	2
3334	2
3333	9
4315	2
3327	9
3326	7
3325	2
3323	2
3687	48
3322	17
3380	2
3686	22
5388	6
3318	2
3315	2
5935	10
4908	32
3313	26
3311	4
3310	47
3307	5
3305	17
5889	33
3303	17
3302	2
3300	13
3299	26
3298	13
3719	9
3295	24
5967	2
4844	32
3290	2
4008	54
3510	46
4548	2
3288	2
4950	13
3286	2
3942	9
3283	2
3281	2
3280	34
3756	48
3279	14
3276	13
3613	10
3274	2
3273	29
3271	5
3270	40
3269	17
4002	2
4769	2
3264	42
3260	21
3256	10
3255	24
3254	2
3467	17
3253	2
3252	17
3248	17
3247	17
3246	2
3241	34
4122	54
3239	9
3238	2
4361	9
3236	36
3231	2
3230	10
4795	29
3229	19
3227	10
3225	17
3224	2
3223	51
3221	2
3217	24
5685	48
3216	40
3215	13
3214	2
3213	2
3577	46
3212	9
3210	17
3208	19
4033	17
3204	7
3490	42
3202	9
3201	19
3568	46
3198	19
4772	19
3192	24
3190	34
3185	2
3184	36
5295	17
3182	10
3181	14
3370	13
3177	6
3174	17
3631	2
4059	46
3169	10
3245	9
5585	2
5176	19
4272	2
3167	2
3163	24
3162	35
5276	48
5074	6
3732	9
5127	17
3155	19
3596	22
3149	24
3148	2
3997	54
5820	2
3147	10
3146	7
4806	17
3145	2
3137	22
3865	2
3134	17
3133	10
3130	17
3129	2
3128	14
3124	7
5400	9
5160	48
3259	48
3117	26
3115	10
3114	2
3111	9
3110	32
3109	48
4704	22
3106	2
3104	6
3102	2
3537	9
3101	2
3899	40
5187	22
3100	46
3452	48
3099	9
3096	2
3094	32
3093	24
3166	29
3956	12
3092	17
3091	6
4508	48
4154	2
3788	48
3087	2
3086	40
3085	9
3083	2
3080	42
3079	35
3076	6
3073	9
3071	32
4850	2
4568	19
3070	2
3068	19
3065	19
3064	21
3062	2
5509	10
3060	2
3785	9
3057	10
3054	46
3053	50
3051	6
3045	24
3042	2
3039	2
3036	9
3034	9
3032	19
3675	6
3031	5
3029	2
3126	2
3024	22
3022	24
3021	10
3020	2
3017	42
3016	13
3013	9
3945	40
3522	10
3011	29
3077	17
3010	6
4295	24
3009	6
3006	19
3004	6
4014	17
3088	2
3003	9
3002	6
3251	24
3309	9
3697	24
3001	13
2997	2
3609	47
2995	47
3384	36
4416	10
3516	32
5638	2
2993	34
3048	2
2992	10
2989	13
2988	6
4726	2
2983	2
2981	2
3437	24
4929	22
2980	2
2979	9
2978	2
2977	20
3533	10
2976	2
2975	32
2974	17
3935	2
5951	17
2969	9
3012	27
2968	29
2967	32
2966	50
3165	2
2965	32
2962	2
5983	6
2959	2
2958	24
2957	24
2951	17
2950	17
3926	19
2949	2
4884	2
3749	2
2948	24
2944	9
2943	32
2941	20
3131	2
2940	29
2937	46
2936	9
4071	48
2934	6
2956	10
4043	24
4493	10
2933	5
2931	2
3320	10
2930	7
2929	2
3023	34
3531	9
2986	24
6013	22
2928	48
5475	2
4737	22
2925	7
3551	2
2922	2
2921	10
3121	2
2920	6
2919	2
2917	21
2916	17
2910	24
2908	25
2970	2
2906	47
2902	19
3250	17
3908	24
4007	2
5964	24
2901	2
2900	48
3989	2
2899	46
3580	2
5203	2
2898	46
5724	2
2896	6
2895	40
4083	17
4651	17
2894	14
2889	34
3343	17
2887	46
2878	2
4182	7
2877	43
2876	2
2871	21
2870	2
3278	10
2865	10
2864	10
3689	7
3656	2
2863	24
2862	9
4286	34
2861	10
3206	54
2860	24
4425	2
2858	9
4732	10
2857	2
2856	42
3119	24
3652	6
2850	24
5212	2
2848	20
2847	29
3084	19
2843	9
2841	2
5352	17
2840	13
3308	46
2839	7
2837	17
2835	2
2833	2
5600	17
2832	24
2828	2
2825	20
2824	13
2823	7
2819	18
3902	10
2818	2
2817	29
2815	2
2814	2
2813	19
5368	13
2811	10
2810	17
2808	10
2806	20
2805	10
2803	34
3449	7
2802	17
4334	40
3263	2
2797	17
2796	2
2793	17
4239	10
2791	19
2827	24
3152	2
2790	17
2789	6
2788	6
2780	48
4036	2
2779	24
2776	47
3658	9
2775	21
2774	2
2773	46
2897	9
2770	7
2769	2
2768	22
2765	22
2764	34
2762	2
3969	7
2761	10
5347	2
2760	26
5986	2
5299	13
2755	46
3723	35
2754	2
3900	24
2750	32
2781	32
2749	13
3602	19
2748	10
2747	29
5466	2
2786	9
2744	40
2743	2
3203	32
5970	32
2741	6
2740	2
5366	25
2738	24
3176	9
4171	9
2737	9
2830	2
2736	21
2735	17
2888	22
2734	2
3095	6
2730	27
2729	10
4494	2
2726	6
2723	32
2722	32
2719	2
2715	2
2712	2
2708	2
2706	2
2763	13
2705	2
4047	5
4208	2
2700	19
2742	7
2698	22
2696	24
